Division Number: 99
Division Date: 11 February 2025 - 14:36

Water (Special Measures) Bill - Government motion to insist on Commons Amendment 2 and to propose Amendment (a) in lieu

Aye Count: 331
No Count: 65
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Harriett Baldwin","Conservative","West Worcestershire","No Vote Recorded",""
"Alex Ballinger","Labour","Halesowen","Aye",""
"Antonia Bance","Labour","Tipton and Wednesbury","Aye",""
"Steve Barclay","Conservative","North East Cambridgeshire","No Vote Recorded",""
"Paula Barker","Labour","Liverpool Wavertree","Aye",""
"Lee Barron","Labour","Corby and East Northamptonshire","Aye",""
"Alex Barros-Curtis","Labour","Cardiff West","Aye",""
"Johanna Baxter","Labour","Paisley and Renfrewshire South","Aye",""
"Danny Beales","Labour","Uxbridge and South Ruislip","Aye",""
"Lorraine Beavers","Labour","Blackpool North and Fleetwood","Aye",""
"Peter Bedford","Conservative","Mid Leicestershire","No Vote Recorded",""
"Órfhlaith Begley","Sinn Féin","West Tyrone","No Vote Recorded",""
"Apsana Begum","Independent","Poplar and Limehouse","No Vote Recorded",""
"Torsten Bell","Labour","Swansea West","Aye",""
"Hilary Benn","Labour","Leeds South","Aye",""
"Alison Bennett","Liberal Democrat","Mid Sussex","No",""
"Siân Berry","Green Party","Brighton Pavilion","Aye",""
"Clive Betts","Labour","Sheffield South East","Aye",""
"Saqib Bhatti","Conservative","Meriden and Solihull East","No Vote Recorded",""
"Polly Billington","Labour","East Thanet","Aye",""
"Matt Bishop","Labour","Forest of Dean","Aye",""
"Bob Blackman","Conservative","Harrow East","No Vote Recorded",""
"Kirsty Blackman","Scottish National Party","Aberdeen North","No Vote Recorded",""
"Olivia Blake","Labour","Sheffield Hallam","No Vote Recorded",""
"Rachel Blake","Labour","Cities of London and Westminster","Aye",""
"Chris Bloore","Labour","Redditch","Aye",""
"Elsie Blundell","Labour","Heywood and Middleton North","Aye","Chris Elmore"
"Kevin Bonavia","Labour","Stevenage","Aye",""
"Sarah Bool","Conservative","South Northamptonshire","No Vote Recorded",""
"Jade Botterill","Labour","Ossett and Denby Dale","Aye",""
"Andrew Bowie","Conservative","West Aberdeenshire and Kincardine","No Vote Recorded",""
"Sureena Brackenridge","Labour","Wolverhampton North East","Aye",""
"Karen Bradley","Conservative","Staffordshire Moorlands","No Vote Recorded",""
"Aphra Brandreth","Conservative","Chester South and Eddisbury","No Vote Recorded",""
"Jonathan Brash","Labour","Hartlepool","Aye",""
"Suella Braverman","Conservative","Fareham and Waterlooville","No Vote Recorded",""
"Alex Brewer","Liberal Democrat","North East Hampshire","No",""
"Phil Brickell","Labour","Bolton West","Aye",""
"Jess Brown-Fuller","Liberal Democrat","Chichester","No",""
"Chris Bryant","Labour","Rhondda and Ogmore","No Vote Recorded",""
"Julia Buckley","Labour","Shrewsbury","Aye",""
"Alex Burghart","Conservative","Brentwood and Ongar","No Vote Recorded",""
"Richard Burgon","Labour","Leeds East","Aye",""
"Maureen Burke","Labour","Glasgow North East","Aye",""
"David Burton-Sampson","Labour","Southend West and Leigh","Aye",""
"Dawn Butler","Labour","Brent East","Aye",""
"Ian Byrne","Labour","Liverpool West Derby","Aye",""
"Liam Byrne","Labour","Birmingham Hodge Hill and Solihull North","Aye",""
"Ruth Cadbury","Labour","Brentford and Isleworth","Aye",""
"Nesil Caliskan","Labour","Barking","Aye",""
"Markus Campbell-Savours","Labour","Penrith and Solway","Aye",""
"Irene Campbell","Labour","North Ayrshire and Arran","Aye",""
"Juliet Campbell","Labour","Broxtowe","Aye",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","Aye",""
"Alan Campbell","Labour","Tynemouth","Aye",""
"Charlotte Cane","Liberal Democrat","Ely and East Cambridgeshire","No",""
"Dan Carden","Labour","Liverpool Walton","No Vote Recorded",""
"Sam Carling","Labour","North West Cambridgeshire","Aye",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","No",""
"Al Carns","Labour","Birmingham Selly Oak","No Vote Recorded",""
"James Cartlidge","Conservative","South Suffolk","No Vote Recorded",""
"David Chadwick","Liberal Democrat","Brecon, Radnor and Cwm Tawe","No",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","Teller - Noes",""
"Danny Chambers","Liberal Democrat","Winchester","No",""
"Sarah Champion","Labour","Rotherham","Aye",""
"Bambos Charalambous","Labour","Southgate and Wood Green","Aye",""
"Luke Charters","Labour","York Outer","Aye",""
"Christopher Chope","Conservative","Christchurch","No Vote Recorded",""
"Ellie Chowns","Green Party","North Herefordshire","Aye",""
"Feryal Clark","Labour","Enfield North","No Vote Recorded",""
"James Cleverly","Conservative","Braintree","No Vote Recorded",""
"Geoffrey Clifton-Brown","Conservative","North Cotswolds","No Vote Recorded",""
"Lewis Cocking","Conservative","Broxbourne","No Vote Recorded",""
"Chris Coghlan","Liberal Democrat","Dorking and Horley","No",""
"Ben Coleman","Labour","Chelsea and Fulham","Aye",""
"Jacob Collier","Labour","Burton and Uttoxeter","Aye",""
"Lizzi Collinge","Labour","Morecambe and Lunesdale","Aye",""
"Tom Collins","Labour","Worcester","Aye",""
"Victoria Collins","Liberal Democrat","Harpenden and Berkhamsted","No Vote Recorded",""
"Liam Conlon","Labour","Beckenham and Penge","No Vote Recorded",""
"Sarah Coombes","Labour","West Bromwich","Aye",""
"Andrew Cooper","Labour","Mid Cheshire","Aye",""
"Daisy Cooper","Liberal Democrat","St Albans","No",""
"Beccy Cooper","Labour","Worthing West","Aye",""
"John Cooper","Conservative","Dumfries and Galloway","No Vote Recorded",""
"Yvette Cooper","Labour","Pontefract, Castleford and Knottingley","No Vote Recorded",""
"Jeremy Corbyn","Independent","Islington North","No Vote Recorded",""
"Alberto Costa","Conservative","South Leicestershire","No Vote Recorded",""
"Deirdre Costigan","Labour","Ealing Southall","Aye",""
"Claire Coutinho","Conservative","East Surrey","No Vote Recorded",""
"Pam Cox","Labour","Colchester","Aye",""
"Geoffrey Cox","Conservative","Torridge and Tavistock","No Vote Recorded",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","No Vote Recorded",""
"Jen Craft","Labour","Thurrock","Aye",""
"Mary Creagh","Labour","Coventry East","Aye",""
"Stella Creasy","Labour","Walthamstow","Aye",""
"Torcuil Crichton","Labour","Na h-Eileanan an Iar","Aye",""
"Harriet Cross","Conservative","Gordon and Buchan","No Vote Recorded",""
"Pat Cullen","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Judith Cummins","Deputy Speaker","Bradford South","No Vote Recorded",""
"Chris Curtis","Labour","Milton Keynes North","Aye",""
"Janet Daby","Labour","Lewisham East","Aye",""
"Nicholas Dakin","Labour","Scunthorpe","Aye",""
"Ashley Dalton","Labour","West Lancashire","No Vote Recorded",""
"Adam Dance","Liberal Democrat","Yeovil","No",""
"Steve Darling","Liberal Democrat","Torbay","No",""
"Emily Darlington","Labour","Milton Keynes Central","No Vote Recorded",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No",""
"Alex Davies-Jones","Labour","Pontypridd","No Vote Recorded",""
"Ann Davies","Plaid Cymru","Caerfyrddin","No",""
"Gareth Davies","Conservative","Grantham and Bourne","No Vote Recorded",""
"Jonathan Davies","Labour","Mid Derbyshire","Aye",""
"Mims Davies","Conservative","East Grinstead and Uckfield","No Vote Recorded",""
"Paul Davies","Labour","Colne Valley","Aye",""
"Shaun Davies","Labour","Telford","Aye",""
"David Davis","Conservative","Goole and Pocklington","No Vote Recorded",""
"Marsha De Cordova","Labour","Battersea","No Vote Recorded",""
"Bobby Dean","Liberal Democrat","Carshalton and Wallington","No",""
"Josh Dean","Labour","Hertford and Stortford","Aye",""
"Kate Dearden","Labour","Halifax","Teller - Ayes",""
"Carla Denyer","Green Party","Bristol Central","Aye",""
"Charlie Dewhirst","Conservative","Bridlington and The Wolds","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No Vote Recorded",""
"Jim Dickson","Labour","Dartford","Aye",""
"Lee Dillon","Liberal Democrat","Newbury","No",""
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Anna Dixon","Labour","Shipley","Aye",""
"Samantha Dixon","Labour","Chester North and Neston","Aye",""
"Anneliese Dodds","Labour","Oxford East","Aye",""
"Helena Dollimore","Labour","Hastings and Rye","Aye",""
"Dave Doogan","Scottish National Party","Angus and Perthshire Glens","No Vote Recorded",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No Vote Recorded",""
"Peter Dowd","Labour","Bootle","No Vote Recorded",""
"Oliver Dowden","Conservative","Hertsmere","No Vote Recorded",""
"Graeme Downie","Labour","Dunfermline and Dollar","No Vote Recorded",""
"Rosie Duffield","Independent","Canterbury","Aye",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No Vote Recorded",""
"Neil Duncan-Jordan","Labour","Poole","Aye",""
"Sarah Dyke","Liberal Democrat","Glastonbury and Somerton","No",""
"Angela Eagle","Labour","Wallasey","Aye",""
"Maria Eagle","Labour","Liverpool Garston","No Vote Recorded",""
"Alex Easton","Independent","North Down","No Vote Recorded",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No Vote Recorded",""
"Sorcha Eastwood","Alliance","Lagan Valley","No Vote Recorded",""
"Cat Eccles","Labour","Stourbridge","Aye",""
"Lauren Edwards","Labour","Rochester and Strood","Aye",""
"Sarah Edwards","Labour","Tamworth","Aye",""
"Clive Efford","Labour","Eltham and Chislehurst","Aye",""
"Damien Egan","Labour","Bristol North East","Aye",""
"Maya Ellis","Labour","Ribble Valley","Aye",""
"Chris Elmore","Labour","Bridgend","Aye",""
"Kirith Entwistle","Labour","Bolton North East","Aye",""
"Florence Eshalomi","Labour","Vauxhall and Camberwell Green","Aye",""
"Bill Esterson","Labour","Sefton Central","Aye",""
"Chris Evans","Labour","Caerphilly","Aye",""
"Luke Evans","Conservative","Hinckley and Bosworth","No Vote Recorded",""
"Miatta Fahnbulleh","Labour","Peckham","Aye",""
"Hamish Falconer","Labour","Lincoln","Aye",""
"Nigel Farage","Reform UK","Clacton","No Vote Recorded",""
"Linsey Farnsworth","Labour","Amber Valley","Aye",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No",""
"Josh Fenton-Glynn","Labour","Calder Valley","Aye",""
"Mark Ferguson","Labour","Gateshead Central and Whickham","Aye",""
"Patricia Ferguson","Labour","Glasgow West","Aye",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Natalie Fleet","Labour","Bolsover","Aye",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No Vote Recorded",""
"Emma Foody","Labour","Cramlington and Killingworth","Aye",""
"Catherine Fookes","Labour","Monmouthshire","Aye",""
"Richard Foord","Liberal Democrat","Honiton and Sidmouth","No",""
"Will Forster","Liberal Democrat","Woking","No",""
"Peter Fortune","Conservative","Bromley and Biggin Hill","No Vote Recorded",""
"Paul Foster","Labour","South Ribble","Aye",""
"Ashley Fox","Conservative","Bridgwater","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham North","No Vote Recorded",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Daniel Francis","Labour","Bexleyheath and Crayford","Aye",""
"Mark Francois","Conservative","Rayleigh and Wickford","No Vote Recorded",""
"Zöe Franklin","Liberal Democrat","Guildford","Teller - Noes",""
"George Freeman","Conservative","Mid Norfolk","No Vote Recorded",""
"Louie French","Conservative","Old Bexley and Sidcup","No Vote Recorded",""
"James Frith","Labour","Bury North","Aye",""
"Richard Fuller","Conservative","North Bedfordshire","No Vote Recorded",""
"Gill Furniss","Labour","Sheffield Brightside and Hillsborough","Aye",""
"Roger Gale","Conservative","Herne Bay and Sandwich","No Vote Recorded",""
"Barry Gardiner","Labour","Brent West","Aye",""
"Allison Gardner","Labour","Stoke-on-Trent South","No Vote Recorded",""
"Mark Garnier","Conservative","Wyre Forest","No Vote Recorded",""
"Anna Gelderd","Labour","South East Cornwall","No Vote Recorded",""
"Alan Gemmell","Labour","Central Ayrshire","Aye",""
"Andrew George","Liberal Democrat","St Ives","No",""
"Gill German","Labour","Clwyd North","Aye",""
"Stephen Gethins","Scottish National Party","Arbroath and Broughty Ferry","No Vote Recorded",""
"Nusrat Ghani","Deputy Speaker","Sussex Weald","No Vote Recorded",""
"Sarah Gibson","Liberal Democrat","Chippenham","No","Anna Sabine"
"Tracy Gilbert","Labour","Edinburgh North and Leith","Aye",""
"Preet Kaur Gill","Labour","Birmingham Edgbaston","Aye",""
"Rachel Gilmour","Liberal Democrat","Tiverton and Minehead","No Vote Recorded",""
"Becky Gittins","Labour","Clwyd East","Aye",""
"John Glen","Conservative","Salisbury","No Vote Recorded",""
"Mary Glindon","Labour","Newcastle upon Tyne East and Wallsend","Aye",""
"Olly Glover","Liberal Democrat","Didcot and Wantage","No Vote Recorded",""
"Marie Goldman","Liberal Democrat","Chelmsford","No",""
"Ben Goldsborough","Labour","South Norfolk","Aye",""
"Tom Gordon","Liberal Democrat","Harrogate and Knaresborough","No",""
"Jodie Gosling","Labour","Nuneaton","Aye",""
"Georgia Gould","Labour","Queen's Park and Maida Vale","No Vote Recorded",""
"John Grady","Labour","Glasgow East","Aye",""
"Helen Grant","Conservative","Maidstone and Malling","No Vote Recorded",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","No",""
"Lilian Greenwood","Labour","Nottingham South","No Vote Recorded",""
"Andrew Griffith","Conservative","Arundel and South Downs","No Vote Recorded",""
"Nia Griffith","Labour","Llanelli","No Vote Recorded",""
"Alison Griffiths","Conservative","Bognor Regis and Littlehampton","No Vote Recorded",""
"Andrew Gwynne","Independent","Gorton and Denton","No Vote Recorded",""
"Amanda Hack","Labour","North West Leicestershire","Aye",""
"Louise Haigh","Labour","Sheffield Heeley","No Vote Recorded",""
"Sarah Hall","Labour","Warrington South","Aye",""
"Fabian Hamilton","Labour","Leeds North East","Aye",""
"Paulette Hamilton","Labour","Birmingham Erdington","Aye",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South and Mid Down","No Vote Recorded",""
"Monica Harding","Liberal Democrat","Esher and Walton","No",""
"Emma Hardy","Labour","Kingston upon Hull West and Haltemprice","Aye",""
"Carolyn Harris","Labour","Neath and Swansea East","Aye",""
"Rebecca Harris","Conservative","Castle Point","No Vote Recorded",""
"Lloyd Hatton","Labour","South Dorset","Aye",""
"Helen Hayes","Labour","Dulwich and West Norwood","Aye",""
"John Hayes","Conservative","South Holland and The Deepings","No Vote Recorded",""
"Tom Hayes","Labour","Bournemouth East","Aye",""
"Claire Hazelgrove","Labour","Filton and Bradley Stoke","Aye",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"John Healey","Labour","Rawmarsh and Conisbrough","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","No Vote Recorded",""
"Pippa Heylings","Liberal Democrat","South Cambridgeshire","No",""
"Meg Hillier","Labour","Hackney South and Shoreditch","Aye",""
"Chris Hinchliff","Labour","North East Hertfordshire","Aye",""
"Jonathan Hinder","Labour","Pendle and Clitheroe","Aye",""
"Damian Hinds","Conservative","East Hampshire","No Vote Recorded",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","No",""
"Sharon Hodgson","Labour","Washington and Gateshead South","Aye",""
"Richard Holden","Conservative","Basildon and Billericay","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No Vote Recorded",""
"Paul Holmes","Conservative","Hamble Valley","No Vote Recorded",""
"Rachel Hopkins","Labour","Luton South and South Bedfordshire","Aye",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Droitwich and Evesham","No Vote Recorded",""
"Neil Hudson","Conservative","Epping Forest","No Vote Recorded",""
"Claire Hughes","Labour","Bangor Aberconwy","Aye",""
"Dáire Hughes","Sinn Féin","Newry and Armagh","No Vote Recorded",""
"Alison Hume","Labour","Scarborough and Whitby","Aye",""
"Jeremy Hunt","Conservative","Godalming and Ash","No Vote Recorded",""
"Rupa Huq","Labour","Ealing Central and Acton","Aye",""
"Patrick Hurley","Labour","Southport","Aye",""
"Imran Hussain","Labour","Bradford East","Aye",""
"Adnan Hussain","Independent","Blackburn","No Vote Recorded",""
"Leigh Ingham","Labour","Stafford","Aye",""
"Natasha Irons","Labour","Croydon East","Aye",""
"Sally Jameson","Labour","Doncaster Central","Aye",""
"Christine Jardine","Liberal Democrat","Edinburgh West","No",""
"Dan Jarvis","Labour","Barnsley North","No Vote Recorded",""
"Liz Jarvis","Liberal Democrat","Eastleigh","No",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","No Vote Recorded",""
"Terry Jermy","Labour","South West Norfolk","No Vote Recorded",""
"Adam Jogee","Labour","Newcastle-under-Lyme","Aye",""
"Diana Johnson","Labour","Kingston upon Hull North and Cottingham","No Vote Recorded",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No Vote Recorded",""
"Kim Johnson","Labour","Liverpool Riverside","Aye",""
"Clive Jones","Liberal Democrat","Wokingham","No",""
"Darren Jones","Labour","Bristol North West","No Vote Recorded",""
"Gerald Jones","Labour","Merthyr Tydfil and Aberdare","Teller - Ayes",""
"Lillian Jones","Labour","Kilmarnock and Loudoun","Aye",""
"Louise Jones","Labour","North East Derbyshire","Aye",""
"Ruth Jones","Labour","Newport West and Islwyn","Aye",""
"Sarah Jones","Labour","Croydon West","No Vote Recorded",""
"Lincoln Jopp","Conservative","Spelthorne","No Vote Recorded",""
"Gurinder Singh Josan","Labour","Smethwick","Aye",""
"Sojan Joseph","Labour","Ashford","Aye",""
"Warinder Juss","Labour","Wolverhampton West","Aye",""
"Chris Kane","Labour","Stirling and Strathallan","Aye",""
"Mike Kane","Labour","Wythenshawe and Sale East","No Vote Recorded",""
"Satvir Kaur","Labour","Southampton Test","Aye","Chris Elmore"
"Alicia Kearns","Conservative","Rutland and Stamford","No Vote Recorded",""
"Liz Kendall","Labour","Leicester West","Aye",""
"Afzal Khan","Labour","Manchester Rusholme","Aye",""
"Ayoub Khan","Independent","Birmingham Perry Barr","No Vote Recorded",""
"Naushabah Khan","Labour","Gillingham and Rainham","Aye",""
"Stephen Kinnock","Labour","Aberafan Maesteg","Aye",""
"Jayne Kirkham","Labour","Truro and Falmouth","Aye",""
"Gen Kitchen","Labour","Wellingborough and Rushden","Aye",""
"Paul Kohler","Liberal Democrat","Wimbledon","No",""
"Danny Kruger","Conservative","East Wiltshire","No Vote Recorded",""
"Sonia Kumar","Labour","Dudley","Aye",""
"Uma Kumaran","Labour","Stratford and Bow","Aye",""
"Peter Kyle","Labour","Hove and Portslade","No Vote Recorded",""
"Laura Kyrke-Smith","Labour","Aylesbury","Aye",""
"Ben Lake","Plaid Cymru","Ceredigion Preseli","No",""
"Katie Lam","Conservative","Weald of Kent","No Vote Recorded",""
"Peter Lamb","Labour","Crawley","Aye",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No Vote Recorded",""
"Ian Lavery","Labour","Blyth and Ashington","Aye",""
"Chris Law","Scottish National Party","Dundee Central","No Vote Recorded",""
"Noah Law","Labour","St Austell and Newquay","Aye",""
"Kim Leadbeater","Labour","Spen Valley","Aye",""
"Graham Leadbitter","Scottish National Party","Moray West, Nairn and Strathspey","No Vote Recorded",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Brian Leishman","Labour","Alloa and Grangemouth","Aye",""
"Emma Lewell-Buck","Labour","South Shields","No Vote Recorded",""
"Andrew Lewin","Labour","Welwyn Hatfield","Aye",""
"Clive Lewis","Labour","Norwich South","Aye",""
"Julian Lewis","Conservative","New Forest East","No Vote Recorded",""
"Simon Lightwood","Labour","Wakefield and Rothwell","No Vote Recorded",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Seamus Logan","Scottish National Party","Aberdeenshire North and Moray East","No Vote Recorded",""
"Rebecca Long Bailey","Labour","Salford","No Vote Recorded",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No Vote Recorded",""
"Rupert Lowe","Reform UK","Great Yarmouth","No Vote Recorded",""
"Josh MacAlister","Labour","Whitehaven and Workington","Aye",""
"James MacCleary","Liberal Democrat","Lewes","No",""
"Alice Macdonald","Labour","Norwich North","Aye",""
"Angus MacDonald","Liberal Democrat","Inverness, Skye and West Ross-shire","No",""
"Andy MacNae","Labour","Rossendale and Darwen","Aye",""
"Justin Madders","Labour","Ellesmere Port and Bromborough","Aye",""
"Ben Maguire","Liberal Democrat","North Cornwall","No",""
"Helen Maguire","Liberal Democrat","Epsom and Ewell","No",""
"Shabana Mahmood","Labour","Birmingham Ladywood","No Vote Recorded",""
"Alan Mak","Conservative","Havant","No Vote Recorded",""
"Seema Malhotra","Labour","Feltham and Heston","No Vote Recorded",""
"Cathal Mallaghan","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Kit Malthouse","Conservative","North West Hampshire","No Vote Recorded",""
"Amanda Martin","Labour","Portsmouth North","Aye",""
"Mike Martin","Liberal Democrat","Tunbridge Wells","No Vote Recorded",""
"Rachael Maskell","Labour","York Central","Aye",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Keir Mather","Labour","Selby","Aye",""
"Brian Mathew","Liberal Democrat","Melksham and Devizes","No",""
"Alex Mayer","Labour","Dunstable and Leighton Buzzard","Aye",""
"Jerome Mayhew","Conservative","Broadland and Fakenham","No Vote Recorded",""
"Charlie Maynard","Liberal Democrat","Witney","No",""
"Douglas McAllister","Labour","West Dunbartonshire","Aye",""
"Kerry McCarthy","Labour","Bristol East","Aye",""
"Martin McCluskey","Labour","Inverclyde and Renfrewshire West","Aye",""
"Siobhain McDonagh","Labour","Mitcham and Morden","Aye",""
"Andy McDonald","Labour","Middlesbrough and Thornaby East","Aye",""
"Chris McDonald","Labour","Stockton North","Aye",""
"John McDonnell","Independent","Hayes and Harlington","Aye",""
"Blair McDougall","Labour","East Renfrewshire","Aye",""
"Lola McEvoy","Labour","Darlington","Aye",""
"Pat McFadden","Labour","Wolverhampton South East","No Vote Recorded",""
"Alison McGovern","Labour","Birkenhead","Aye",""
"Alex McIntyre","Labour","Gloucester","Aye",""
"Gordon McKee","Labour","Glasgow South","No Vote Recorded",""
"Kevin McKenna","Labour","Sittingbourne and Sheppey","Aye",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","Aye",""
"Jim McMahon","Labour","Oldham West, Chadderton and Royton","Aye",""
"Anna McMorrin","Labour","Cardiff North","Aye",""
"James McMurdock","Reform UK","South Basildon and East Thurrock","No Vote Recorded",""
"Frank McNally","Labour","Coatbridge and Bellshill","Aye",""
"Kirsty McNeill","Labour","Midlothian","Aye",""
"Esther McVey","Conservative","Tatton","No Vote Recorded",""
"Llinos Medi","Plaid Cymru","Ynys Môn","No",""
"Anneliese Midgley","Labour","Knowsley","No Vote Recorded",""
"Ed Miliband","Labour","Doncaster North","No Vote Recorded",""
"Calum Miller","Liberal Democrat","Bicester and Woodstock","No Vote Recorded",""
"John Milne","Liberal Democrat","Horsham","No",""
"Julie Minns","Labour","Carlisle","Aye",""
"Navendu Mishra","Labour","Stockport","Aye",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Abtisam Mohamed","Labour","Sheffield Central","Aye",""
"Iqbal Mohamed","Independent","Dewsbury and Batley","Aye",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No Vote Recorded",""
"Perran Moon","Labour","Camborne and Redruth","Aye",""
"Robbie Moore","Conservative","Keighley and Ilkley","No Vote Recorded",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","No",""
"Jessica Morden","Labour","Newport East","Aye",""
"Edward Morello","Liberal Democrat","West Dorset","No",""
"Helen Morgan","Liberal Democrat","North Shropshire","No",""
"Stephen Morgan","Labour","Portsmouth South","Aye",""
"Grahame Morris","Labour","Easington","Aye",""
"Joe Morris","Labour","Hexham","Aye",""
"Tom Morrison","Liberal Democrat","Cheadle","No","Will Forster"
"Joy Morrissey","Conservative","Beaconsfield","No Vote Recorded",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No Vote Recorded",""
"Kieran Mullan","Conservative","Bexhill and Battle","No Vote Recorded",""
"Margaret Mullane","Labour","Dagenham and Rainham","Aye",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No Vote Recorded",""
"Tessa Munt","Liberal Democrat","Wells and Mendip Hills","No",""
"Luke Murphy","Labour","Basingstoke","Aye",""
"Chris Murray","Labour","Edinburgh East and Musselburgh","Aye",""
"Ian Murray","Labour","Edinburgh South","Aye","Chris Elmore"
"James Murray","Labour","Ealing North","Aye",""
"Katrina Murray","Labour","Cumbernauld and Kirkintilloch","Aye",""
"Susan Murray","Liberal Democrat","Mid Dunbartonshire","No Vote Recorded",""
"Andrew Murrison","Conservative","South West Wiltshire","No Vote Recorded",""
"Luke Myer","Labour","Middlesbrough South and East Cleveland","Aye",""
"James Naish","Labour","Rushcliffe","Aye",""
